idTweet,fullText,Polaridad
1482870411616526338,"@IvanDuque @LassoGuillermo @COP26 La intención es buena señor presidente Duque, proteger el fondo Marino y la fauna Marina es un deber de todas las presidentes en todas las naciones, así que lo que lasso Guillermo ha hecho es muy bueno Y si usted está apoyando mucho mejor,"
1482110856703926272,@LassoGuillermo La aplicación de las Islas Galápagos es la mejor opción que ha tomado el presidente Guillermo Lasso resguardando la reserva marina para un mejor avance
1480633405951946763,"@LassoGuillermo
@xvgGeoengineer
@Ambiente_Ec
@RecNaturalesEC
 Agradecimiento al presidente de la república señor GUILLERMO LASSO MENDOZA que muy acertadamente ha dispuesto el mejor contingente   en conjunto con los demás técnicos, militares y sociedad civil. #Zaruma #Mineria https://t.co/n5Vh6Vaaxj"
1482689910045818883,"@vmaino @LassoGuillermo @guido_chiriboga @GustavoManriq_M @biancadager @ComunicacionEc El mundo reconoce las buenas decisiones de nuestro Sr. Presidente Guillermo Lasso la Humanidad se lo agradece.
Siga adelante..."
1479836962387279883,"Mi apoyo irrestricto al señor presidente Constitucional Guillermo Lasso, al señor Asambleísta licenciado Fernando Villavicencio y a la señora Fiscal Doctora Diana Salazar, únicos héroes Ecuatorianos. https://t.co/0VahzEyGZ4"
1479836592906903563,"Mi apoyo irrestricto al señor presidente Constitucional Guillermo Lasso, al señor Asambleísta licenciado Fernando Villavicencio y a la señora Fiscal Doctora Diana Salazar, únicos héroes Ecuatorianos https://t.co/tc3XUq3fLx"
1479813698352988166,"APOYEMOS A DIANA SALAZAR. 
Junto a Fernando Villavicencio y  Guillermo Lasso son  baluartes en la lucha contra los pillos correístas. Hagamos tendencia este apoyo hasta ENCARCELAR a tanto corrupto robolucionario, hoy los más millonarios de Ecuador
#RedDeTuiterosDemocraticos https://t.co/KFctTO7VMn"
1481463914403667968,@cacaguate2021 FUE GUILLERMO LASSO QUIEN APOYO A LENIN MORENO PARA LA CONSULTA POPULAR DEL 7 VECES SI PARA BLOQUEAR A CORREA COMO CANDIDATO A PRESIDENTE Y PONER A TRUJILLO PARA Q CAMBIE TODOS LOS ORGANISMOS DE CONTROL. Bsnco de Guayaquil. https://t.co/3NnSE9M23i
1481291883473252352,"🔴#ATENCIÓN 🔴 @yakuperezg , mostró su apoyo a la #movilización convocada para este 19 de enero por organizaciones sociales. Además, afirma “el modelo neoliberal del señor Guillermo Lasso es atentatorio, no solamente a los pueblos indígenas sino a los ecuatorianos”. 
#HojadeRuta https://t.co/NiF06vZHRg"
1481420132345946113,@jconstantine64 @ProfCREO @fabupa68 @guido_chiriboga Gracias por la invitación y presto a colaborar por el progreso del País. Apoyo total al Presidente de la República Sr. Guillermo Lasso. Por el Gobierno del Encuentro!!💪🏻💪🏻👊🏻🤝🏻
1480983558453964806,"🔴La Brigada en la Asamblea Nacional| #ATENCIÓN ¡Más golpes a la Salud!
Los Asambleístas de #Manabí, rechazan la reducción del presupuesto al Hospital de la provincia, además, piden apoyo al Presidente, Guillermo Lasso.
#LassoStyle
#LassoFascista
#LassoEsMoreno https://t.co/ufdW1BVhSO"
1480948679783682055,"Lasso guillermo ,asamblea nacional,ministerios d apoyo con bonos a la población 
Es urgente depurar esa lista d beneficiarios d bonos q da el gobierno,están agarrando s bono personas q no necesita muchachos d 20 años,son consumidores,y ellos cobran,es nuestro dinerono ÷botar así"
1479976005502701571,@EsNathyJimenez @justiciero_elj @PoliciaEcuador A veces me pregunto por qué Guillermo Lasso no envía un proyecto de ley para cambiar estas leyes absurdas que tenemos???  Pero me acuerdo que estas leyes socialistas fueron creadas con el apoyo de CREO y el PSC y se me pasa....
1457690614817042432,"@guido_chiriboga @JuanCar37967742 @LassoGuillermo @LaDataEc @BancadaAN_EC @CREOEcuador @jovenesCREO FUSIÓN DEMÓCRATA SANTO DOMINGO DE LOS TSÁCHILAS
Juntos, por el cambio, a proteger la Democracia, apoyo incondicional, Guillermo Lasso
Eklin Bocner Guerrero
Coordinador Provincia Santo Domingo de los Tsáchilas"
1480558476971720706,"Yo apoyo a  Guillermo Lasso !
Pese a todas las circunstancias que vivimos, el país muestra estabilidad. 
Me pregunto ¿a estas alturas, cómo estaría el Ecuador con el lelo de presidente? https://t.co/K3P31eOtDV"
1478125352358662148,"El 59,07% de los ecuatorianos evalúan como ""mala"" y ""muy mala"" la gestión de Guillermo Lasso, según Perfiles de Opinión. La firma encuestó a 1.238 personas en Quito, Guayaquil, Manta y Cuenca. Lasso cuenta con mayor apoyo en la capital, donde un 46.98% de la población lo respalda https://t.co/QaUqXnu3To"
1479836962387279883,"Mi apoyo irrestricto al señor presidente Constitucional Guillermo Lasso, al señor Asambleísta licenciado Fernando Villavicencio y a la señora Fiscal Doctora Diana Salazar, únicos héroes Ecuatorianos. https://t.co/0VahzEyGZ4"
1479836592906903563,"Mi apoyo irrestricto al señor presidente Constitucional Guillermo Lasso, al señor Asambleísta licenciado Fernando Villavicencio y a la señora Fiscal Doctora Diana Salazar, únicos héroes Ecuatorianos https://t.co/tc3XUq3fLx"
1482801617082662912,"@LassoGuillermo LO SABE con la #RevolucionCiudadana @RC5Oficial con la conducción del Co. Presidente @MashiRafael ESTÁBAMOS MEJOR.
Pero, tiene el alemán, ¿se olvido? o miente descaradamente.
Gracias #Damacio
Vean entrevista de @AndresCarrion2 en 2012 @VerdugaAbraham @andresspaudo https://t.co/WuHwVL0nCM"
1482822331022073859,"Y esta cloaca para cuando presidente @LassoGuillermo ?
Desaparecer el @CpccsEc fue promesa de campaña. Se venden al mejor postor. https://t.co/JngWhT9E5Y"
1482870492096864260,"@IvanDuque @LassoGuillermo @COP26 recuerde que todo lo que existe es obra de la creación de Dios Y si usted como presidente señor Iván Duque coloca a Dios de primero es mucho mejor, porque más grande más poderoso el Rey de reyes y Señor de señores.
JESUCRISTO ES EL SEÑOR!!"
1482870411616526338,"@IvanDuque @LassoGuillermo @COP26 La intención es buena señor presidente Duque, proteger el fondo Marino y la fauna Marina es un deber de todas las presidentes en todas las naciones, así que lo que lasso Guillermo ha hecho es muy bueno Y si usted está apoyando mucho mejor,"
